actor_1_name,actor_2_name,actor_3_name,director_name,genres,gross,budget,imdb_score
Matt Damon,Sharlto Copley,Alice Braga,Neill Blomkamp,Action|Drama|Sci-Fi|Thriller,93050117,115000000,6.6
Vin Diesel,Alexa Davalos,Christina Cox,David Twohy,Action|Adventure|Sci-Fi|Thriller,57637485,105000000,6.7
Gary Oldman,Abbie Cornish,Jennifer Ehle,José Padilha,Action|Crime|Sci-Fi|Thriller,58607007,100000000,6.2
Scott Porter,Kick Gurry,Nicholas Elia,Lana Wachowski,Action|Family|Sport,43929341,120000000,6.1
Shelley Conn,Domenick Lombardozzi,Teyonah Parris,James L. Brooks,Comedy|Drama|Romance,30212620,120000000,5.3
Tom Cruise,Marc Blucas,Jordi Mollà,James Mangold,Action|Comedy|Romance,76418654,117000000,6.3
Morgan Freeman,Tom Cruise,Zoë Bell,Joseph Kosinski,Action|Adventure|Mystery|Sci-Fi,89021735,120000000,7.0
Natalie Portman,Christopher Lee,Hayden Christensen,George Lucas,Action|Adventure|Fantasy|Sci-Fi,380262555,113000000,7.6
Natalie Portman,Christopher Lee,Hayden Christensen,George Lucas,Action|Adventure|Fantasy|Sci-Fi,310675583,115000000,6.7
Steve Buscemi,John Ratzenberger,James Coburn,Pete Docter,Adventure|Animation|Comedy|Family|Fantasy,289907418,115000000,8.1
Hugh Jackman,Tao Okamoto,Rila Fukushima,James Mangold,Action|Adventure|Sci-Fi|Thriller,132550960,120000000,6.7
Ryan Reynolds,Emma Stone,Nicolas Cage,Kirk De Micco,Adventure|Animation|Comedy|Family|Fantasy,187165546,135000000,7.3
Alain Delon,Santiago Segura,Vanessa Hessler,Frédéric Forestier,Adventure|Comedy|Family|Fantasy,,78000000,5.1
Nicolas Cage,Roger Willie,Noah Emmerich,John Woo,Action|Drama|War,40911830,115000000,6.0
Chris Hemsworth,Sam Claflin,Charlize Theron,Cedric Nicolas-Troyan,Action|Adventure|Drama|Fantasy,47952020,115000000,6.1
Noel Fisher,Danny Woodburn,Jeremy Howard,Jonathan Liebesman,Action|Adventure|Comedy|Sci-Fi,190871240,125000000,5.9
Phaldut Sharma,Basher Savage,Amy Warren,Alfonso Cuarón,Adventure|Drama|Sci-Fi|Thriller,274084951,100000000,7.8
Stephen Amell,Noel Fisher,Brad Garrett,Dave Green,Action|Adventure|Comedy|Sci-Fi,81638674,135000000,6.3
Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Josh Trank,Action|Adventure|Sci-Fi,56114221,120000000,4.3
Robin Williams,Rami Malek,Steve Coogan,Shawn Levy,Action|Adventure|Comedy|Family|Fantasy,250863268,110000000,6.4
Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Brad Peyton,Action|Adventure|Drama|Thriller,155181732,110000000,6.1
Heath Ledger,Adam Baldwin,Tom Wilkinson,Roland Emmerich,Action|Drama|History|War,113330342,110000000,7.1
Brad Pitt,Julia Roberts,Mini Anden,Steven Soderbergh,Crime|Thriller,125531634,110000000,6.4
Brad Pitt,Angelina Jolie Pitt,Stephanie March,Doug Liman,Action|Comedy|Crime|Romance|Thriller,186336103,120000000,6.5
Kate Winslet,Theo James,Mekhi Phifer,Robert Schwentke,Adventure|Sci-Fi|Thriller,129995817,110000000,6.3
Leonardo DiCaprio,Adam Scott,Frances Conroy,Martin Scorsese,Biography|Drama,102608827,110000000,7.5
James Corden,Catherine Tate,Olly Alexander,Rob Letterman,Adventure|Comedy|Family|Fantasy,42776259,112000000,4.9
Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Michel Gondry,Action|Comedy|Crime|Sci-Fi|Thriller,98780042,120000000,5.8
Eva Green,Sullivan Stapleton,Peter Mensah,Noam Murro,Action|Drama|Fantasy|War,106369117,110000000,6.2
Mahadeo Shivraj,Tim Gunn,Madison McKinley,Raja Gosnell,Adventure|Animation|Comedy|Family|Fantasy,142614158,110000000,5.5
Steve Buscemi,Roseanne Barr,G.W. Bailey,Will Finn,Animation|Comedy|Family|Music|Western,50026353,110000000,5.4
Naomi Watts,Theo James,Zoë Kravitz,Robert Schwentke,Action|Adventure|Mystery|Sci-Fi|Thriller,66002193,110000000,5.8
Hugh Jackman,Torey Michael Adkins,Olga Fonda,Shawn Levy,Action|Drama|Sci-Fi|Sport,85463309,110000000,7.1
Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Raja Gosnell,Adventure|Animation|Comedy|Family|Fantasy,71017784,105000000,5.4
Harrison Ford,Moises Arias,Aramis Knight,Gavin Hood,Action|Sci-Fi,61656849,110000000,6.7
Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Len Wiseman,Action|Adventure|Thriller,134520804,110000000,7.2
Christopher Lee,Orlando Bloom,Billy Boyd,Peter Jackson,Action|Adventure|Drama|Fantasy,313837577,93000000,8.8
Jim Broadbent,Steve Coogan,Cécile De France,Frank Coraci,Action|Adventure|Comedy,24004159,110000000,5.8
Will Smith,Jada Pinkett Smith,Joe Morton,Michael Mann,Biography|Drama|Sport,58183966,107000000,6.8
Sean Hayes,Kelly Preston,Spencer Breslin,Bo Welch,Adventure|Comedy|Family|Fantasy,100446895,109000000,3.8
Will Smith,Bruce Greenwood,Chi McBride,Alex Proyas,Action|Mystery|Sci-Fi|Thriller,144795350,120000000,7.1
Liam Neeson,Orlando Bloom,Philip Glenister,Ridley Scott,Action|Adventure|Drama|History|War,47396698,130000000,7.2
Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Ron Clements,Animation|Family|Fantasy|Musical|Romance,104374107,105000000,7.1
Matt Damon,Donald Glover,Benedict Wong,Ridley Scott,Adventure|Drama|Sci-Fi,228430993,108000000,8.1
Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Michael Bay,Action|Adventure|Romance|Sci-Fi|Thriller,35799026,126000000,6.9
Del Zamora,Warren Beatty,Garry Shandling,Peter Chelsom,Comedy|Romance,6712451,90000000,4.4
Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Dominic Sena,Action|Crime|Thriller,101643008,90000000,6.5
Djimon Hounsou,Connie Nielsen,Oliver Reed,Ridley Scott,Action|Drama|Romance,187670866,103000000,8.5
Tom Cruise,Frank Grillo,Jessica Capshaw,Steven Spielberg,Action|Mystery|Sci-Fi|Thriller,132014112,102000000,7.7
Daniel Radcliffe,Rupert Grint,Emma Watson,Chris Columbus,Adventure|Family|Fantasy|Mystery,261970615,100000000,7.4
Eva Green,Tobias Menzies,Ivana Milicevic,Martin Campbell,Action|Adventure|Thriller,167007184,150000000,8.0
Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Tim Burton,Action|Adventure|Sci-Fi|Thriller,180011740,100000000,5.7
Johnny Depp,Christian Bale,Stephen Graham,Michael Mann,Biography|Crime|Drama|History|Romance,97030725,100000000,7.0
Denzel Washington,Ruby Dee,RZA,Ridley Scott,Biography|Crime|Drama,130127620,100000000,7.8
Denzel Washington,Ramon Rodriguez,Michael Rispoli,Tony Scott,Action|Crime|Thriller,65452312,100000000,6.4
Robert De Niro,Blythe Danner,Teri Polo,Paul Weitz,Comedy|Romance,148383780,100000000,5.5
Dwayne Johnson,Will Ferrell,Derek Jeter,Adam McKay,Action|Comedy|Crime,119219978,100000000,6.7
Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Quentin Tarantino,Drama|Western,162804648,100000000,8.5
Eartha Kitt,Wendie Malick,John Fiedler,Mark Dindal,Adventure|Animation|Comedy|Family|Fantasy,89296573,100000000,7.3
Jason Statham,Sylvester Stallone,Bruce Willis,Simon West,Action|Adventure|Thriller,85017401,92000000,6.7
Nicolas Cage,Armando Riesco,Annie Parisse,Jon Turteltaub,Action|Adventure|Comedy|Family|Mystery,173005002,100000000,6.9
Djimon Hounsou,Ed Speleers,Gary Lewis,Stefen Fangmeier,Action|Adventure|Family|Fantasy,75030163,100000000,5.1
Catherine O'Hara,Ryan Corr,Max Records,Spike Jonze,Adventure|Drama|Family|Fantasy,77222184,100000000,6.8
Hugh Jackman,Cara Delevingne,Nonso Anozie,Joe Wright,Adventure|Family|Fantasy,34964818,150000000,5.8
Josh Hutcherson,Emma Kenney,Troy Evans,Chris Wedge,Adventure|Animation|Family|Fantasy,107515297,100000000,6.7
Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Florian Henckel von Donnersmarck,Action|Romance|Thriller,67631157,100000000,6.0
Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Edward Zwick,Adventure|Drama|Thriller,57366262,100000000,8.0
Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Martin Scorsese,Biography|Comedy|Crime|Drama,116866727,100000000,8.2
Tom Hanks,Jim Sturgess,Jim Broadbent,Tom Tykwer,Drama|Sci-Fi,27098580,102000000,7.5
Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Zack Snyder,Action|Adventure|Animation|Family|Fantasy,55673333,80000000,7.0
Frances Conroy,Christopher Heyerdahl,Alex Borstein,Pitof,Action|Crime|Fantasy|Romance|Thriller,40198710,100000000,3.3
Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Brett Ratner,Action|Adventure,72660029,100000000,6.0
Joseph Gordon-Levitt,Martin Short,Michael Wincott,Ron Clements,Adventure|Animation|Family|Sci-Fi,38120554,140000000,7.1
Will Ferrell,Anna Friel,Bobb'e J. Thompson,Brad Silberling,Adventure|Comedy|Sci-Fi,49392095,100000000,5.4
Jason Statham,Sylvester Stallone,Harrison Ford,Patrick Hughes,Action|Adventure|Thriller,39292022,90000000,6.1
Ray Winstone,Edgar Ramírez,Delroy Lindo,Ericson Core,Action|Crime|Sport|Thriller,28772222,105000000,5.3
Jamie Kennedy,Traylor Howard,Ben Stein,Lawrence Guterman,Comedy|Family|Fantasy,17010646,84000000,2.2
Chris Hemsworth,Benjamin Walker,Frank Dillane,Ron Howard,Action|Adventure|Biography|Drama|History|Thriller,24985612,100000000,7.0
Rosario Dawson,Randy Quaid,Burt Young,Ron Underwood,Action|Comedy|Sci-Fi,4411102,100000000,3.8
Matt Damon,Sean Huze,Igal Naor,Paul Greengrass,Action|Drama|Thriller|War,35024475,100000000,6.9
Francesca Capaldi,Venus Schultheis,Bill Melendez,Steve Martino,Adventure|Animation|Comedy|Family,130174897,99000000,7.2
Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Stephen Sommers,Action|Adventure|Fantasy|Thriller,202007640,98000000,6.3
Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Martin Scorsese,Crime|Drama,77679638,100000000,7.5
Christian Bale,Ni Ni,Shigeo Kobayashi,Yimou Zhang,Drama|History|Romance|War,9213,94000000,7.6
Jeff Bridges,Zooey Deschanel,Jon Heder,Ash Brannon,Animation|Comedy|Family|Sport,58867694,100000000,6.8
Jon Lovitz,Matthew Broderick,Roger Bart,Frank Oz,Comedy|Sci-Fi|Thriller,59475623,90000000,5.2
Ioan Gruffudd,Sam Shepard,Ewen Bremner,Ridley Scott,Drama|History|War,108638745,92000000,7.7
Will Ferrell,Thomas Middleditch,Katherine LaNasa,Jay Roach,Comedy,86897182,95000000,6.2
Chris Noth,Liza Minnelli,Kristin Davis,Michael Patrick King,Comedy|Drama|Romance,95328937,100000000,4.3
Frank Welker,Rosie Perez,Elton John,Bibo Bergeron,Adventure|Animation|Comedy|Family|Romance,50802661,95000000,6.9
Peter Dinklage,Josh Gad,Drake,Steve Martino,Adventure|Animation|Comedy|Family,161317423,95000000,6.6
Hayley Atwell,Derek Jacobi,Lily James,Kenneth Branagh,Drama|Family|Fantasy|Romance,201148159,95000000,7.0
Michael Imperioli,AJ Michalka,Tom McCarthy,Peter Jackson,Drama|Fantasy|Thriller,43982842,65000000,6.7
Alexander Gould,Stephen Root,Brad Garrett,Andrew Stanton,Adventure|Animation|Comedy|Family,380838870,94000000,8.2
Orlando Bloom,Billy Boyd,Bernard Hill,Peter Jackson,Action|Adventure|Drama|Fantasy,377019252,94000000,8.9
Christopher Lee,Orlando Bloom,Billy Boyd,Peter Jackson,Action|Adventure|Drama|Fantasy,340478898,94000000,8.7
Jeff Bridges,Djimon Hounsou,Olivia Williams,Sergey Bodrov,Action|Adventure|Fantasy,17176900,95000000,5.5
Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Simon West,Action|Adventure|Fantasy|Thriller,131144183,115000000,5.7
Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Wally Pfister,Drama|Mystery|Romance|Sci-Fi|Thriller,23014504,100000000,6.3
Michael Jeter,Trevor Morgan,Alessandro Nivola,Joe Johnston,Action|Adventure|Sci-Fi|Thriller,181166115,93000000,5.9
James Franco,David Oyelowo,Tyler Labine,Rupert Wyatt,Action|Drama|Sci-Fi|Thriller,176740650,93000000,7.6
Martin Short,Tod Fennell,Joan Plowright,Mark Waters,Adventure|Family|Fantasy,71148699,90000000,6.6
Bruce Willis,Cole Hauser,Megalyn Echikunwoke,John Moore,Action|Thriller,67344392,92000000,5.3
Dennis Quaid,Marc Blucas,Jordi Mollà,John Lee Hancock,Drama|History|War|Western,22406362,107000000,6.0
Holly Hunter,Craig T. Nelson,Lou Romano,Brad Bird,Action|Adventure|Animation|Family,261437578,92000000,8.0
Logan Lerman,Rosario Dawson,Steve Coogan,Chris Columbus,Adventure|Family|Fantasy,88761720,95000000,5.9
Denzel Washington,Rosario Dawson,Ethan Suplee,Tony Scott,Action|Thriller,81557479,100000000,6.8
Mei Melançon,John Lone,Harris Yulin,Brett Ratner,Action|Comedy|Crime|Thriller,226138454,90000000,6.6
Harrison Ford,Amber Valletta,Miranda Otto,Robert Zemeckis,Drama|Fantasy|Horror|Mystery|Thriller,155370362,100000000,6.6
Will Forte,Bobb'e J. Thompson,Al Roker,Phil Lord,Animation|Comedy|Family|Sci-Fi,124870275,100000000,7.0
Denis Leary,Maile Flanagan,Kelly Keaton,Carlos Saldanha,Action|Adventure|Animation|Comedy|Family,196573705,90000000,7.0
Adam Scott,Adrian Martinez,Joey Slotnick,Ben Stiller,Adventure|Comedy|Drama|Fantasy|Romance,58229120,90000000,7.3
Bill Murray,LL Cool J,Kelly Lynch,McG,Action|Adventure|Comedy|Crime|Thriller,125305545,92000000,5.5
Leonardo DiCaprio,Matt Damon,Ray Winstone,Martin Scorsese,Crime|Drama|Thriller,132373442,90000000,8.5
Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Ben Stiller,Action|Comedy,110416702,92000000,7.0
Robin Wright,Goran Visnjic,Joely Richardson,David Fincher,Crime|Drama|Mystery|Thriller,102515793,90000000,7.8
Robert Downey Jr.,Eddie Marsan,Robert Maillet,Guy Ritchie,Action|Adventure|Crime|Mystery|Thriller,209019489,90000000,7.6
Morgan Freeman,Ayelet Zurer,Moises Arias,Timur Bekmambetov,Adventure|Drama|History,,,6.1
Leonard Nimoy,Jim Varney,Cree Summer,Gary Trousdale,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,84037039,120000000,6.8
Bella Thorne,Joshua Mikel,Jesse McCartney,Walt Becker,Adventure|Animation|Comedy|Family|Fantasy|Music,85884815,90000000,5.0
Tom Cruise,Tom Wilkinson,Thomas Kretschmann,Bryan Singer,Drama|History|Thriller|War,83077470,75000000,7.1
Adam Sandler,Sayed Badreya,Kevin Nealon,Dennis Dugan,Action|Comedy,100018837,90000000,5.5
Peter Dinklage,Adam Sandler,Josh Gad,Chris Columbus,Action|Animation|Comedy|Sci-Fi,78747585,88000000,5.6
Haley Joel Osment,William Hurt,Kevin Sussman,Steven Spielberg,Adventure|Drama|Sci-Fi,78616689,100000000,7.1
Marsha Thomason,Rachael Harris,Marc John Jefferies,Rob Minkoff,Comedy|Family|Fantasy|Horror|Mystery,75817994,90000000,4.9
Greg Grunberg,Kim Dickens,Joey Slotnick,Paul Verhoeven,Action|Horror|Sci-Fi|Thriller,73209340,95000000,5.7
Curtiss Cook,George Harris,Michael Wright,Sydney Pollack,Crime|Mystery|Thriller,72515360,80000000,6.4
Logan Lerman,Leven Rambin,Brandon T. Jackson,Thor Freudenthal,Adventure|Family|Fantasy,68558662,90000000,5.9
Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Jan de Bont,Action|Adventure|Fantasy,65653758,95000000,5.5
Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Jon M. Chu,Action|Adventure|Comedy|Crime|Mystery|Thriller,64685359,90000000,6.9
Brad Pitt,Stephen Dillane,Catherine McCormack,Tony Scott,Action|Crime|Thriller,26871,92000000,7.0
Don Cheadle,Connie Nielsen,Kim Delaney,Brian De Palma,Adventure|Sci-Fi|Thriller,60874615,90000000,5.6
Anne Hathaway,Wanda Sykes,Will.i.am,Carlos Saldanha,Adventure|Animation|Comedy|Family|Musical,143618384,90000000,7.0
Liam Neeson,Christian Camargo,Lex Shrapnel,Kathryn Bigelow,Drama|History|Thriller|War,35168677,100000000,6.7
Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Josh Trank,Action|Adventure|Sci-Fi,56114221,120000000,4.3
Paddy Considine,Bruce McGill,Rosemarie DeWitt,Ron Howard,Biography|Drama|Sport,61644321,88000000,8.0
Shirley Henderson,Nathan Lane,Richard E. Grant,Andrey Konchalovskiy,Action|Family|Fantasy|Musical,190562,90000000,4.4
Jeff Bridges,Michael Angarano,Michael O'Neill,Gary Ross,Drama|History|Sport,120147445,87000000,7.3
Paul Walker,Vin Diesel,Jordana Brewster,Rob Cohen,Action|Crime|Thriller,144512310,38000000,6.7
Tom Hanks,Paul Sanchez,Nick Searcy,Robert Zemeckis,Adventure|Drama|Romance,233630478,90000000,7.7
Robin Williams,Hugh Jackman,Elizabeth Daily,George Miller,Animation|Comedy|Family|Music|Romance,197992827,100000000,6.5
Matt Damon,Joan Allen,Oksana Akinshina,Paul Greengrass,Action|Mystery|Thriller,176049130,75000000,7.8
Brad Pitt,Bernie Mac,Elliott Gould,Steven Soderbergh,Crime|Thriller,183405771,85000000,7.8
Milla Jovovich,Logan Lerman,Orlando Bloom,Paul W.S. Anderson,Action|Adventure|Romance,20315324,75000000,5.8
Steve Buscemi,Adam Sandler,Jon Lovitz,Genndy Tartakovsky,Animation|Comedy|Family|Fantasy,148313048,85000000,7.1
Jeff Bennett,Teala Dunn,Fred Tatasciore,Kevin Lima,Animation|Comedy|Family|Fantasy|Musical|Romance,127706877,85000000,7.1
Denzel Washington,Ryan Reynolds,Sam Shepard,Daniel Espinosa,Action|Crime|Mystery|Thriller,126149655,85000000,6.8
Ioan Gruffudd,Eric Idle,Jim Carter,Kevin Lima,Adventure|Comedy|Family,66941559,85000000,4.8
Matthew Broderick,Gabourey Sidibe,Judd Hirsch,Brett Ratner,Action|Comedy|Crime,78009155,75000000,6.2
Kate Winslet,Rufus Sewell,Sarah Parish,Nancy Meyers,Comedy|Romance,63224849,85000000,6.9
Meryl Streep,Hunter Parrish,Zoe Kazan,Nancy Meyers,Comedy|Drama|Romance,112703470,85000000,6.6
Al Pacino,Matt Damon,Brad Pitt,Steven Soderbergh,Crime|Thriller,117144465,85000000,6.9
Jon Favreau,Debra Messing,Jane Krakowski,Roger Allers,Adventure|Animation|Comedy|Family,84303558,85000000,6.2
Kate Winslet,Theo James,Mekhi Phifer,Neil Burger,Adventure|Mystery|Sci-Fi,150832203,85000000,6.7
Bob Hoskins,Gabriel Thomson,Clemens Schick,Jean-Jacques Annaud,Drama|History|War,51396781,68000000,7.6
Dwayne Johnson,Rosario Dawson,Ewen Bremner,Peter Berg,Action|Adventure|Comedy|Thriller,47592825,85000000,6.7
Li Gong,Mako,Karl Yune,Rob Marshall,Drama|Romance,57010853,85000000,7.3
Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,Justin Lin,Action|Crime|Thriller,62494975,85000000,6.0
Jim Broadbent,Imelda Staunton,Michael Palin,Sarah Smith,Adventure|Animation|Comedy|Family|Fantasy,46440491,100000000,7.1
Raymond Cruz,Rick Worthy,Jsu Garcia,Andrew Davis,Action|Drama|Thriller,40048332,85000000,5.5
Julia Roberts,Nathan Lane,Danny Woodburn,Tarsem Singh,Adventure|Comedy|Drama|Family|Fantasy,64933670,85000000,5.6
Anna Kendrick,Kieran Culkin,Ellen Wong,Edgar Wright,Action|Comedy|Fantasy|Romance,31494270,60000000,7.5
Glenn Morshower,Tchéky Karyo,Rekha Sharma,Jon Amiel,Action|Adventure|Sci-Fi|Thriller,31111260,60000000,5.4
Larry Miller,Janet Jackson,Chris Elliott,Peter Segal,Comedy|Romance|Sci-Fi,123307945,65000000,4.3
Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,Raja Gosnell,Adventure|Comedy|Mystery,153288182,84000000,4.9
Wood Harris,Jason Cope,Rakie Ayola,Pete Travis,Action|Sci-Fi,13401683,35000000,7.1
Adam Sandler,Cameron Monaghan,Julie Kavner,Frank Coraci,Comedy|Drama|Fantasy|Romance,137340146,70000000,6.4
Jack McBrayer,Sean Hayes,Katt Williams,Brad Peyton,Action|Comedy|Family|Fantasy,43575716,85000000,4.3
Kristen Stewart,Hayden Christensen,Tom Hulce,Doug Liman,Action|Adventure|Sci-Fi|Thriller,80170146,85000000,6.1
Seth MacFarlane,Iván Kamarás,Brian Steele,Guillermo del Toro,Action|Adventure|Fantasy|Horror|Sci-Fi,75754670,85000000,7.0
Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,David Fincher,Crime|Drama|History|Mystery|Thriller,33048353,65000000,7.7
Robert Duvall,Michael Rapaport,Tony Goldwyn,Roger Spottiswoode,Action|Mystery|Sci-Fi|Thriller,34543701,82000000,5.9
Morgan Freeman,Steve Carell,Lisa Ann Walter,Tom Shadyac,Comedy|Drama,242589580,81000000,6.7
Jason Statham,Sylvester Stallone,Jet Li,Sylvester Stallone,Action|Adventure|Thriller,102981571,80000000,6.5
Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,Gary Ross,Adventure|Drama|Sci-Fi|Thriller,407999255,78000000,7.3
Bradley Cooper,Mason Lee,Mike Tyson,Todd Phillips,Comedy,254455986,80000000,6.5
Bruce Willis,Steve Carell,Catherine O'Hara,Tim Johnson,Adventure|Animation|Comedy|Family,155019340,80000000,6.8
Tia Carrere,Jason Scott Lee,David Ogden Stiers,Dean DeBlois,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,145771527,80000000,7.2
Steve Buscemi,Julia Roberts,Oprah Winfrey,Gary Winick,Comedy|Family|Fantasy,82506325,,6.4
Bruce Willis,Anthony Hopkins,Garrick Hagon,Dean Parisot,Action|Comedy|Crime|Thriller,53215979,84000000,6.7
Adam Sandler,Steve Reevis,Dalip Singh,Peter Segal,Comedy|Crime|Sport,158115031,82000000,6.4
Amy Poehler,Jesse McCartney,Lauren Gottlieb,Mike Mitchell,Adventure|Animation|Comedy|Family|Fantasy|Music,133103929,75000000,4.4
Steve Buscemi,Adam Sandler,Jon Lovitz,Dennis Dugan,Comedy,133668525,80000000,5.4
Bill Murray,Dwayne Johnson,Anne Hathaway,Peter Segal,Action|Adventure|Comedy,130313314,80000000,6.5
Keanu Reeves,Jon Favreau,Paul Michael Glaser,Nancy Meyers,Comedy|Drama|Romance,124590960,80000000,6.7
Leonardo DiCaprio,Joseph Sikora,Nellie Sciutto,Martin Scorsese,Mystery|Thriller,127968405,80000000,8.1
Jon Favreau,Robert Duvall,Katy Mixon,Seth Gordon,Comedy|Drama|Romance,120136047,80000000,5.6
Jim Broadbent,Drew Carey,Paula Abdul,Chris Wedge,Adventure|Animation|Comedy|Family|Sci-Fi,128200012,75000000,6.3
Adam Sandler,Carmen Electra,Kathryn Joosten,Adam Shankman,Comedy|Family|Fantasy|Romance,109993847,80000000,6.1
Tom Hanks,Jennifer Jason Leigh,Liam Aiken,Sam Mendes,Crime|Drama|Thriller,104054514,80000000,7.7
Adam Sandler,Bailee Madison,Kevin Nealon,Dennis Dugan,Comedy|Romance,103028109,80000000,6.4
Rosario Dawson,Ethan Embry,Cameron Boyce,D.J. Caruso,Action|Mystery|Thriller,101111837,80000000,6.6
